filename,x1,y1,x2,y2,skew,width,height,abs_skew
v1_537,220,328,2376,4144,0.10689498700776502,2156,3816,0.10689498700776502
v1_538,464,348,2628,4176,0.0,2164,3828,0.0
v1_539,264,328,2472,4144,-0.5266007921797368,2208,3816,0.5266007921797368
v1_540,400,344,2572,4168,0.5364616591992263,2172,3824,0.5364616591992263
v1_541,268,348,2452,4176,-0.7482232412190135,2184,3828,0.7482232412190135
v1_542,428,376,2596,4188,0.3218830153987252,2168,3812,0.3218830153987252
v1_543,248,344,2408,4164,-0.42917384220227756,2160,3820,0.42917384220227756
v1_544,416,364,2572,4176,0.21378922987711654,2156,3812,0.21378922987711654
v1_545,292,372,2444,4172,-0.10689498700776502,2152,3800,0.10689498700776502
v1_546,440,344,2608,4176,0.3188971495661537,2168,3832,0.3188971495661537
v1_547,256,376,2408,4228,0.0,2152,3852,0.0
v1_548,504,364,2664,4204,-0.3218830153987252,2160,3840,0.3218830153987252
v1_549,192,380,2384,4264,-0.31654804727300767,2192,3884,0.31654804727300767
v1_550,432,380,2648,4276,-0.4182099414970967,2216,3896,0.4182099414970967
v1_551,292,360,2428,4184,-0.3218830153987252,2136,3824,0.3218830153987252
v1_556,392,424,2572,4288,-0.5344600529232296,2180,3864,0.5344600529232296
v1_557,168,428,2352,4280,0.21378922987711654,2184,3852,0.21378922987711654
v1_558,544,368,2692,4228,-0.43078721700862843,2148,3860,0.43078721700862843
v1_559,184,424,2328,4252,0.0,2144,3828,0.0
v1_560,472,384,2624,4244,0.10689498700776502,2152,3860,0.10689498700776502
v1_561,196,532,2408,4140,0.0,2212,3608,0.0
v1_562,504,328,2668,4148,0.0,2164,3820,0.0
v1_563,360,292,2544,4176,-0.5324733271882043,2184,3884,0.5324733271882043
v1_564,372,332,2544,4152,0.3224869107528253,2172,3820,0.3224869107528253
v1_565,320,312,2484,4256,0.0,2164,3944,0.0
v1_566,316,388,2484,4228,0.6449533903236977,2168,3840,0.6449533903236977
v1_567,368,324,2540,4168,-0.8582995300315155,2172,3844,0.8582995300315155
v1_568,320,356,2520,4204,1.0768615206026118,2200,3848,1.0768615206026118
v1_570,308,380,2508,4224,0.8535052719024158,2200,3844,0.8535052719024158
v1_571,232,356,2396,4180,0.0,2164,3824,0.0
v1_572,400,344,2600,4196,0.5344600529232296,2200,3852,0.5344600529232296
v1_573,264,356,2428,4192,-0.10769870682848337,2164,3836,0.10769870682848337
v1_574,464,364,2624,4172,-0.1079015287727894,2160,3808,0.1079015287727894
v1_575,232,364,2436,4184,-0.6473823869418766,2204,3820,0.6473823869418766
v1_576,388,368,2592,4192,0.3224869107528253,2204,3824,0.3224869107528253
v1_577,296,332,2476,4148,-0.8582995300315155,2180,3816,0.8582995300315155
v1_578,396,344,2620,4168,0.7305076942688683,2224,3824,0.7305076942688683
v1_579,264,328,2456,4180,0.31654804727300767,2192,3852,0.31654804727300767
v1_580,388,348,2536,4168,0.0,2148,3820,0.0
v1_581,320,348,2480,4204,0.0,2160,3856,0.0
v1_582,396,368,2552,4208,-0.3212813775262338,2156,3840,0.3212813775262338
v1_583,316,392,2480,4216,-1.0353531865449448,2164,3824,1.0353531865449448
v1_584,368,420,2512,4248,0.10729534183010514,2144,3828,0.10729534183010514
v1_585,328,380,2468,4212,0.4315984617097945,2140,3832,0.4315984617097945
v1_586,404,404,2552,4228,-0.1079015287727894,2148,3824,0.1079015287727894
v1_587,184,348,2404,4180,-0.7372211817357017,2220,3832,0.7372211817357017
v1_588,500,360,2652,4196,0.2153966526070763,2152,3836,0.2153966526070763
v1_589,184,392,2352,4228,0.0,2168,3836,0.0
v1_590,492,376,2640,4216,-0.32492532302147437,2148,3840,0.32492532302147437
v1_591,28,356,2348,4212,0.0,2320,3856,0.0
v1_592,528,344,2672,4164,0.10709479025685696,2144,3820,0.10709479025685696
v1_593,200,352,2376,4172,0.0,2176,3820,0.0
v1_594,460,340,2660,4168,0.9240453527727062,2200,3828,0.9240453527727062
v1_595,308,316,2528,4184,0.0,2220,3868,0.0
v1_596,336,352,2508,4196,0.10709479025685696,2172,3844,0.10709479025685696
v1_597,380,308,2528,4192,0.6498297479105662,2148,3884,0.6498297479105662
v1_598,340,344,2520,4188,0.42598307664315066,2180,3844,0.42598307664315066
v1_599,336,380,2516,4196,0.0,2180,3816,0.0
v1_600,344,408,2504,4240,0.0,2160,3832,0.0
v1_601,332,372,2488,4168,0.10749664593944575,2156,3796,0.10749664593944575
v1_602,368,372,2536,4208,-0.5324733271882043,2168,3836,0.5324733271882043
v1_603,216,388,2376,4200,-0.21259931932763687,2160,3812,0.21259931932763687
v1_604,496,368,2648,4212,0.10729534183010514,2152,3844,0.10729534183010514
v1_605,204,416,2348,4236,0.0,2144,3820,0.0
v1_606,488,384,2644,4208,0.21378922987711654,2156,3824,0.21378922987711654
v1_607,140,356,2380,4188,-0.3212813775262338,2240,3832,0.3212813775262338
v1_608,508,332,2664,4168,0.0,2156,3836,0.0
v1_609,212,352,2364,4168,-0.2255727696340518,2152,3816,0.2255727696340518
v1_611,248,328,2408,4216,-0.7552678454831586,2160,3888,0.7552678454831586
v1_612,468,308,2604,4152,0.0,2136,3844,0.0
v1_613,252,444,2412,4288,0.4315984617097945,2160,3844,0.4315984617097945
v1_614,416,404,2584,4244,-0.3370301098578076,2168,3840,0.3370301098578076
v1_615,280,340,2444,4200,-2.0454084888872277,2164,3860,2.0454084888872277
v1_616,432,320,2576,4140,-0.10851460417888881,2144,3820,0.10851460417888881
v1_617,228,428,2388,4248,-0.2149925351045221,2160,3820,0.2149925351045221
v1_618,464,412,2616,4220,0.0,2152,3808,0.0
v1_619,292,336,2480,4176,0.0,2188,3840,0.0
v1_620,364,360,2556,4184,0.6437457141753808,2192,3824,0.6437457141753808
v1_621,272,276,2436,4112,-0.6473823869418766,2164,3836,0.6473823869418766
v1_622,400,316,2584,4156,0.5374680948810916,2184,3840,0.5374680948810916
v1_623,248,336,2460,4160,-0.7496216298906101,2212,3824,0.7496216298906101
v1_624,384,348,2588,4184,0.9548412538721887,2204,3836,0.9548412538721887
v1_625,4,260,2468,4108,0.0,2464,3848,0.0
v1_626,396,296,2580,4132,0.5334648403783321,2184,3836,0.5334648403783321
v1_627,296,336,2444,4180,0.21378922987711654,2148,3844,0.21378922987711654
v1_628,420,316,2584,4140,-0.32068198450072205,2164,3824,0.32068198450072205
v1_629,268,400,2464,4276,0.42283940467049724,2196,3876,0.42283940467049724
v1_630,380,372,2580,4228,-0.6365935759634865,2200,3856,0.6365935759634865
v1_631,284,352,2456,4196,0.2141888321947865,2172,3844,0.2141888321947865
v1_632,416,308,2568,4128,-0.10689498700776502,2152,3820,0.10689498700776502
v1_633,244,404,2420,4228,0.4283716780263857,2176,3824,0.4283716780263857
v1_634,436,376,2616,4228,-0.42598307664315066,2180,3852,0.42598307664315066
v1_635,308,412,2464,4236,0.0,2156,3824,0.0
v1_636,388,440,2552,4268,0.3237015249202234,2164,3828,0.3237015249202234
v1_637,260,292,2420,4128,-1.0728292757915368,2160,3836,1.0728292757915368
v1_638,428,380,2608,4192,0.21181337707725553,2180,3812,0.21181337707725553
v1_639,244,400,2432,4264,-0.21620946246236616,2188,3864,0.21620946246236616
v1_640,416,456,2568,4264,0.21580229218789956,2152,3808,0.21580229218789956
v1_641,276,316,2444,4112,-0.4283716780263857,2168,3796,0.4283716780263857
v1_642,412,348,2576,4196,-0.2149925351045221,2164,3848,0.2149925351045221
v1_643,240,356,2396,4180,0.10669592790226687,2156,3824,0.10669592790226687
v1_644,420,368,2644,4184,0.0,2224,3816,0.0
v1_645,260,384,2460,4224,0.42917384220227756,2200,3840,0.42917384220227756
v1_646,416,400,2576,4212,0.0,2160,3812,0.0
v1_647,300,344,2452,4172,-0.2141888321947865,2152,3828,0.2141888321947865
v1_648,392,336,2552,4164,0.2141888321947865,2160,3828,0.2141888321947865
v1_649,260,352,2404,4164,0.0,2144,3812,0.0
v1_650,448,368,2592,4208,0.4324127675376865,2144,3840,0.4324127675376865
v1_653,220,356,2388,4188,0.3194898829217858,2168,3832,0.3194898829217858
